Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
SPROHSA187803	SPROHSA187803	SPROHSA187803		80	false	false		SPROHSA187803		11.25	0.9189	0.9665	0.00288184438040	1	1	1	1	1	1	     0	     0	     0			
SPROHSA208203	SPROHSA208203	SPROHSA208203		98	false	false		SPROHSA208203		9.18	0.9188	0.9665	0.00288184438040	1	0	1	2	0	2	     0	     0	     0			SPROHSA212551, SPROHSA260012, SPROHSA260013
SPROHSA110769	SPROHSA110769	SPROHSA110769		78	false	false		SPROHSA110769		11.54	0.9186	0.9664	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA12328, SPROHSA152605, SPROHSA169830, SPROHSA216857, SPROHSA93164, SPROHSA98746
SPROHSA154071	SPROHSA154071	SPROHSA154071		40	false	false		SPROHSA154071		22.50	0.9182	0.9662	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA71129
SPROHSA100879	SPROHSA100879	SPROHSA100879		100	false	false		SPROHSA100879		10.00	0.9179	0.9661	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA102180, SPROHSA102181, SPROHSA102182, SPROHSA1653, SPROHSA189038, SPROHSA197965, SPROHSA197966, SPROHSA197967, SPROHSA204709, SPROHSA204710, SPROHSA204711, SPROHSA232556, SPROHSA232557, SPROHSA232558, SPROHSA281192, SPROHSA291455, SPROHSA291456, SPROHSA291457, SPROHSA321735, SPROHSA99275, SPROHSA99276
SPROHSA124012	SPROHSA124012	SPROHSA124012		54	false	false		SPROHSA124012		16.67	0.9169	0.9657	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA146889, SPROHSA146894, SPROHSA236889, SPROHSA236890, SPROHSA239057, SPROHSA44136
SPROHSA176670	SPROHSA176670	SPROHSA176670		49	false	false		SPROHSA176670		20.41	0.9168	0.9656	0.00339558573854	1	1	1	1	1	1	     0	     0	     0			
SPROHSA221308	SPROHSA221308	SPROHSA221308		97	false	false		SPROHSA221308		9.28	0.9165	0.9655	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA221309, SPROHSA222682, SPROHSA252432, SPROHSA252433, SPROHSA288109, SPROHSA295024, SPROHSA295025, SPROHSA6816
SPROHSA353947	SPROHSA353947	SPROHSA353947		80	false	false		SPROHSA353947		11.25	0.9163	0.9654	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA353948
SPROHSA103720	SPROHSA103720	SPROHSA103720		66	false	false		SPROHSA103720		13.64	0.9161	0.9653	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA114750, SPROHSA137012, SPROHSA140791, SPROHSA188210, SPROHSA225508, SPROHSA231789
SPROHSA124486	SPROHSA124486	SPROHSA124486		83	false	false		SPROHSA124486		10.84	0.9161	0.9653	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA124487, SPROHSA177282, SPROHSA213360, SPROHSA213361, SPROHSA223046, SPROHSA261433, SPROHSA261434, SPROHSA314265, SPROHSA314266, SPROHSA323853, SPROHSA323854
SPROHSA129673	SPROHSA129673	SPROHSA129673		74	false	false		SPROHSA129673		13.51	0.9160	0.9653	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA253009, SPROHSA278700, SPROHSA297424, SPROHSA30508, SPROHSA30509, SPROHSA31872, SPROHSA32113, SPROHSA330659, SPROHSA36918, SPROHSA36919, SPROHSA387165, SPROHSA387166
SPROHSA121157	SPROHSA121157	SPROHSA121157		95	false	false		SPROHSA121157		9.47	0.9159	0.9652	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA212480, SPROHSA301453, SPROHSA88774
SPROHSA116380	SPROHSA116380	SPROHSA116380		85	false	false		SPROHSA116380		10.59	0.9158	0.9652	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA297021
SPROHSA318965	SPROHSA318965	SPROHSA318965		77	false	false		SPROHSA318965		11.69	0.9158	0.9652	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA374780, SPROHSA383923
SPROHSA79698	SPROHSA79698	SPROHSA79698		93	false	false		SPROHSA79698		10.75	0.9157	0.9652	0.00339558573854	1	0	1	1	0	1	     0	     0	     0			SPROHSA79699
SPROHSA212983	SPROHSA212983	SPROHSA212983		68	false	false		SPROHSA212983		13.24	0.9153	0.9650	0.00395927601810	1	0	1	1	0	1	     0	     0	     0			SPROHSA5583
SPROHSA294743	SPROHSA294743	SPROHSA294743		33	false	false		SPROHSA294743		27.27	0.9148	0.9648	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA360395	SPROHSA360395	SPROHSA360395		84	false	false		SPROHSA360395		10.71	0.9148	0.9648	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA41941
SPROHSA102502	SPROHSA102502	SPROHSA102502		28	false	false		SPROHSA102502		32.14	0.9143	0.9646	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA10796, SPROHSA119414, SPROHSA120429, SPROHSA218582, SPROHSA282734, SPROHSA31114, SPROHSA318435, SPROHSA320070, SPROHSA33491, SPROHSA39520, SPROHSA5503, SPROHSA77470
SPROHSA210903	SPROHSA210903	SPROHSA210903		64	false	false		SPROHSA210903		14.06	0.9143	0.9645	0.00436205016358	1	1	1	1	1	1	     0	     0	     0	7C(119.0041)		
SPROHSA81358	SPROHSA81358	SPROHSA81358		65	false	false		SPROHSA81358		13.85	0.9142	0.9645	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA35211	SPROHSA35211	SPROHSA35211		24	false	false		SPROHSA35211		41.67	0.9126	0.9638	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA12078	SPROHSA12078	SPROHSA12078		67	false	false		SPROHSA12078		13.43	0.9124	0.9637	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA225301, SPROHSA252217, SPROHSA320946
SPROHSA119471	SPROHSA119471	SPROHSA119471		83	false	false		SPROHSA119471		9.64	0.9120	0.9636	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA125111, SPROHSA125112, SPROHSA357659, SPROHSA357660
SPROHSA128232	SPROHSA128232	SPROHSA128232		55	false	false		SPROHSA128232		16.36	0.9119	0.9635	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA157990, SPROHSA76761
SPROHSA103800	SPROHSA103800	SPROHSA103800		79	false	false		SPROHSA103800		11.39	0.9115	0.9633	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA11234, SPROHSA11235, SPROHSA11236, SPROHSA11237, SPROHSA11238, SPROHSA145844, SPROHSA145845, SPROHSA145846, SPROHSA145847, SPROHSA145848, SPROHSA145849, SPROHSA159865, SPROHSA159866, SPROHSA159867, SPROHSA159868, SPROHSA224419, SPROHSA224420, SPROHSA224421, SPROHSA224422, SPROHSA224423, SPROHSA224424, SPROHSA236319, SPROHSA236320, SPROHSA236321, SPROHSA236322, SPROHSA264977, SPROHSA264978, SPROHSA264979, SPROHSA264980, SPROHSA264981, SPROHSA264982, SPROHSA278319, SPROHSA375680, SPROHSA375681, SPROHSA375682, SPROHSA375683, SPROHSA89925, SPROHSA89926, SPROHSA89927, SPROHSA89928, SPROHSA89929, SPROHSA89930
SPROHSA167891	SPROHSA167891	SPROHSA167891		26	false	false		SPROHSA167891		38.46	0.9113	0.9633	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA216140
SPROHSA127166	SPROHSA127166	SPROHSA127166		33	false	false		SPROHSA127166		27.27	0.9109	0.9631	0.00436205016358	1	0	1	2	0	2	     0	     0	     0			SPROHSA157960, SPROHSA255283, SPROHSA273729, SPROHSA33772, SPROHSA91891
SPROHSA365725	SPROHSA365725	SPROHSA365725		97	false	false		SPROHSA365725		9.28	0.9105	0.9629	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA292829	SPROHSA292829	SPROHSA292829		92	false	false		SPROHSA292829		9.78	0.9103	0.9628	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA122474	SPROHSA122474	SPROHSA122474		87	false	false		SPROHSA122474		12.64	0.9102	0.9628	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA353132
SPROHSA321193	SPROHSA321193	SPROHSA321193		28	false	false		SPROHSA321193		35.71	0.9095	0.9624	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA324486
SPROHSA253069	SPROHSA253069	SPROHSA253069		69	false	false		SPROHSA253069		13.04	0.9090	0.9622	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA288225, SPROHSA41501, SPROHSA67152
SPROHSA142644	SPROHSA142644	SPROHSA142644		92	false	false		SPROHSA142644		9.78	0.9078	0.9617	0.00436205016358	1	1	1	1	1	1	     0	     0	     0			
SPROHSA229551	SPROHSA229551	SPROHSA229551		62	false	false		SPROHSA229551		16.13	0.9078	0.9617	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA369130
SPROHSA14324	SPROHSA14324	SPROHSA14324		48	false	false		SPROHSA14324		20.83	0.9074	0.9615	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA14325, SPROHSA14326, SPROHSA14327, SPROHSA14328, SPROHSA216548, SPROHSA216549, SPROHSA216550, SPROHSA216551, SPROHSA216552, SPROHSA237531, SPROHSA316981, SPROHSA99006, SPROHSA99007, SPROHSA99008, SPROHSA99009, SPROHSA99010, SPROHSA99011
SPROHSA237142	SPROHSA237142	SPROHSA237142		99	false	false		SPROHSA237142		9.09	0.9070	0.9614	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA26842, SPROHSA332393, SPROHSA337748, SPROHSA345408, SPROHSA47480
SPROHSA144869	SPROHSA144869	SPROHSA144869		93	false	false		SPROHSA144869		11.83	0.9068	0.9613	0.00436205016358	1	0	1	1	0	1	     0	     0	     0			SPROHSA14750, SPROHSA273661, SPROHSA29272, SPROHSA313030, SPROHSA32391, SPROHSA3816, SPROHSA64714
SPROHSA164020	SPROHSA164020	SPROHSA164020		78	false	false		SPROHSA164020		12.82	0.9067	0.9612	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA195166	SPROHSA195166	SPROHSA195166		28	false	false		SPROHSA195166		32.14	0.9066	0.9612	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA106982	SPROHSA106982	SPROHSA106982		41	false	false		SPROHSA106982		21.95	0.9062	0.9610	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA108463, SPROHSA208545, SPROHSA33814
SPROHSA237164	SPROHSA237164	SPROHSA237164		89	false	false		SPROHSA237164		13.48	0.9061	0.9609	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA244567
SPROHSA119275	SPROHSA119275	SPROHSA119275		47	false	false		SPROHSA119275		19.15	0.9059	0.9609	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA210629, SPROHSA361907
SPROHSA200271	SPROHSA200271	SPROHSA200271		67	false	false		SPROHSA200271		14.93	0.9057	0.9608	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA223838
SPROHSA100859	SPROHSA100859	SPROHSA100859		93	false	false		SPROHSA100859		9.68	0.9056	0.9607	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA202799, SPROHSA286664
SPROHSA15525	SPROHSA15525	SPROHSA15525		55	false	false		SPROHSA15525		16.36	0.9055	0.9607	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA162630, SPROHSA294129, SPROHSA32310
SPROHSA165532	SPROHSA165532	SPROHSA165532		99	false	false		SPROHSA165532		9.09	0.9050	0.9605	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA178305
SPROHSA126177	SPROHSA126177	SPROHSA126177		98	false	false		SPROHSA126177		9.18	0.9044	0.9602	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA252621, SPROHSA343985
SPROHSA126779	SPROHSA126779	SPROHSA126779		93	false	false		SPROHSA126779		9.68	0.9042	0.9601	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA186236
SPROHSA138671	SPROHSA138671	SPROHSA138671		27	false	false		SPROHSA138671		33.33	0.9038	0.9599	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA331962	SPROHSA331962	SPROHSA331962		83	false	false		SPROHSA331962		10.84	0.9038	0.9599	0.00471698113208	1	1	1	2	2	2	     0	     0	     0			
SPROHSA170902	SPROHSA170902	SPROHSA170902		81	false	false		SPROHSA170902		11.11	0.9035	0.9598	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA170903, SPROHSA170904, SPROHSA170905, SPROHSA178062, SPROHSA178063, SPROHSA178064, SPROHSA178065, SPROHSA206227, SPROHSA206228, SPROHSA206229, SPROHSA206230, SPROHSA230734, SPROHSA239415, SPROHSA240688, SPROHSA240689, SPROHSA240690, SPROHSA240691, SPROHSA240692, SPROHSA240693, SPROHSA247831, SPROHSA247832
SPROHSA198966	SPROHSA198966	SPROHSA198966		36	false	false		SPROHSA198966		25.00	0.9035	0.9598	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA77084
SPROHSA111944	SPROHSA111944	SPROHSA111944		89	false	false		SPROHSA111944		11.24	0.9034	0.9598	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA139103
SPROHSA96669	SPROHSA96669	SPROHSA96669		88	false	false		SPROHSA96669		9.09	0.9033	0.9597	0.00471698113208	1	1	1	1	1	1	     0	     0	     0	1Q(-17.0265)		
SPROHSA41432	SPROHSA41432	SPROHSA41432		41	false	false		SPROHSA41432		21.95	0.9031	0.9596	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA135492	SPROHSA135492	SPROHSA135492		87	false	false		SPROHSA135492		10.34	0.9022	0.9592	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA348318
SPROHSA121955	SPROHSA121955	SPROHSA121955		61	false	false		SPROHSA121955		18.03	0.9021	0.9592	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA165480, SPROHSA254682, SPROHSA341949
SPROHSA119100	SPROHSA119100	SPROHSA119100		96	false	false		SPROHSA119100		9.38	0.9020	0.9591	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA14895, SPROHSA198349, SPROHSA292995, SPROHSA30028, SPROHSA3179, SPROHSA6776
SPROHSA50713	SPROHSA50713	SPROHSA50713		21	false	false		SPROHSA50713		42.86	0.9020	0.9592	0.00471698113208	1	1	1	1	1	1	     0	     0	     0			
SPROHSA258509	SPROHSA258509	SPROHSA258509		90	false	false		SPROHSA258509		10.00	0.9016	0.9590	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA268730, SPROHSA28482, SPROHSA4740
SPROHSA118115	SPROHSA118115	SPROHSA118115		61	false	false		SPROHSA118115		14.75	0.9015	0.9589	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA118116, SPROHSA167973, SPROHSA168056, SPROHSA168057, SPROHSA255086, SPROHSA255087, SPROHSA348434, SPROHSA348435, SPROHSA367023, SPROHSA37789, SPROHSA47661, SPROHSA47662
SPROHSA119548	SPROHSA119548	SPROHSA119548		100	false	false		SPROHSA119548		9.00	0.9007	0.9586	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA140812, SPROHSA222558, SPROHSA233779, SPROHSA233780, SPROHSA250373, SPROHSA322609, SPROHSA337593, SPROHSA355480, SPROHSA355481, SPROHSA9283
SPROHSA152649	SPROHSA152649	SPROHSA152649		69	false	false		SPROHSA152649		13.04	0.9007	0.9586	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA184874, SPROHSA242870, SPROHSA300557, SPROHSA37394
SPROHSA191329	SPROHSA191329	SPROHSA191329		42	false	false		SPROHSA191329		26.19	0.9007	0.9586	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA229832, SPROHSA238879, SPROHSA244717, SPROHSA325121, SPROHSA84529
SPROHSA23625	SPROHSA23625	SPROHSA23625		94	false	false		SPROHSA23625		8.51	0.9007	0.9586	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA2380, SPROHSA265633, SPROHSA26750, SPROHSA281713, SPROHSA292871, SPROHSA30602, SPROHSA354571, SPROHSA390235
SPROHSA100736	SPROHSA100736	SPROHSA100736		28	false	false		SPROHSA100736		42.86	0.9006	0.9585	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA143810, SPROHSA222702, SPROHSA25053, SPROHSA25325, SPROHSA26965, SPROHSA301388, SPROHSA323511, SPROHSA342892, SPROHSA349872, SPROHSA352712, SPROHSA355846, SPROHSA386977, SPROHSA63802, SPROHSA64756
SPROHSA197561	SPROHSA197561	SPROHSA197561		28	false	false		SPROHSA197561		32.14	0.9004	0.9584	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA355477, SPROHSA362420, SPROHSA41297
SPROHSA124819	SPROHSA124819	SPROHSA124819		95	false	false		SPROHSA124819		9.47	0.8999	0.9582	0.00471698113208	1	0	1	1	0	1	     0	     0	     0			SPROHSA140045, SPROHSA178935, SPROHSA212385, SPROHSA268721
SPROHSA1330	SPROHSA1330	SPROHSA1330		47	false	false		SPROHSA1330		19.15	0.8994	0.9580	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA15374	SPROHSA15374	SPROHSA15374		70	false	false		SPROHSA15374		12.86	0.8991	0.9579	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA15375, SPROHSA197298, SPROHSA197299, SPROHSA287668, SPROHSA337433, SPROHSA337434, SPROHSA342996, SPROHSA342997, SPROHSA362149, SPROHSA362150, SPROHSA43484, SPROHSA43485, SPROHSA49889, SPROHSA51957, SPROHSA51958
SPROHSA2866	SPROHSA2866	SPROHSA2866		42	false	false		SPROHSA2866		23.81	0.8986	0.9577	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA188296	SPROHSA188296	SPROHSA188296		65	false	false		SPROHSA188296		13.85	0.8979	0.9573	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA257286, SPROHSA286737
SPROHSA387587	SPROHSA387587	SPROHSA387587		93	false	false		SPROHSA387587		11.83	0.8979	0.9573	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA122071	SPROHSA122071	SPROHSA122071		12	false	false		SPROHSA122071		83.33	0.8977	0.9572	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA155790, SPROHSA268372
SPROHSA24643	SPROHSA24643	SPROHSA24643		33	false	false		SPROHSA24643		27.27	0.8977	0.9572	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA326150, SPROHSA34504
SPROHSA103888	SPROHSA103888	SPROHSA103888		81	false	false		SPROHSA103888		11.11	0.8972	0.9570	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA33857, SPROHSA346234
SPROHSA108753	SPROHSA108753	SPROHSA108753		48	false	false		SPROHSA108753		20.83	0.8972	0.9570	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA108754, SPROHSA12678, SPROHSA12679, SPROHSA134042, SPROHSA134043, SPROHSA149080, SPROHSA149081, SPROHSA197462, SPROHSA197463, SPROHSA198142, SPROHSA198143, SPROHSA19883, SPROHSA217825, SPROHSA23479, SPROHSA23480, SPROHSA245544, SPROHSA245545, SPROHSA247196, SPROHSA247197, SPROHSA247198, SPROHSA247199, SPROHSA293440, SPROHSA308572, SPROHSA308573, SPROHSA379904, SPROHSA379905, SPROHSA56750, SPROHSA56751, SPROHSA77077, SPROHSA77078, SPROHSA77079
SPROHSA182832	SPROHSA182832	SPROHSA182832		77	false	false		SPROHSA182832		11.69	0.8972	0.9570	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA255648, SPROHSA291145
SPROHSA145948	SPROHSA145948	SPROHSA145948		90	false	false		SPROHSA145948		13.33	0.8970	0.9569	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA132274	SPROHSA132274	SPROHSA132274		98	false	false		SPROHSA132274		12.24	0.8968	0.9569	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA17482, SPROHSA271832, SPROHSA309627, SPROHSA389282, SPROHSA70837
SPROHSA33851	SPROHSA33851	SPROHSA33851		91	false	false		SPROHSA33851		10.99	0.8968	0.9568	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA15486	SPROHSA15486	SPROHSA15486		72	false	false		SPROHSA15486		12.50	0.8965	0.9567	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA348813	SPROHSA348813	SPROHSA348813		98	false	false		SPROHSA348813		9.18	0.8958	0.9564	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA134685	SPROHSA134685	SPROHSA134685		90	false	false		SPROHSA134685		10.00	0.8952	0.9561	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA155715, SPROHSA250919, SPROHSA285044, SPROHSA285045, SPROHSA285046, SPROHSA285047, SPROHSA8395
SPROHSA183254	SPROHSA183254	SPROHSA183254		63	false	false		SPROHSA183254		14.29	0.8952	0.9561	0.00509164969450	1	0	1	1	0	1	     0	     0	     0	6M(15.9949)		SPROHSA292313
SPROHSA140866	SPROHSA140866	SPROHSA140866		20	false	false		SPROHSA140866		45.00	0.8951	0.9561	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA292560	SPROHSA292560	SPROHSA292560		28	false	false		SPROHSA292560		35.71	0.8951	0.9561	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA315124	SPROHSA315124	SPROHSA315124		28	false	false		SPROHSA315124		32.14	0.8948	0.9559	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA329260
contam_sp|O00762|UBE2C_HUMAN	O00762	UBE2C_HUMAN	UBE2C	179	false	true	Homo sapiens	Ubiquitin-conjugating enzyme E2 C	1:Experimental evidence at protein level	5.03	0.8946	0.9559	0.00509164969450	1	1	1	1	1	1	     0	     0	     0			
SPROHSA126034	SPROHSA126034	SPROHSA126034		80	false	false		SPROHSA126034		12.50	0.8940	0.9556	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA131218, SPROHSA159434, SPROHSA159436, SPROHSA159437, SPROHSA159439, SPROHSA159527, SPROHSA228134, SPROHSA228135, SPROHSA239068, SPROHSA239073, SPROHSA244666, SPROHSA253060, SPROHSA313972, SPROHSA38673, SPROHSA5496, SPROHSA5555
SPROHSA142075	SPROHSA142075	SPROHSA142075		80	false	false		SPROHSA142075		11.25	0.8940	0.9556	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA241350, SPROHSA245126, SPROHSA247808
SPROHSA195886	SPROHSA195886	SPROHSA195886		17	false	false		SPROHSA195886		70.59	0.8932	0.9552	0.00509164969450	1	0	1	1	0	1	     0	     0	     0			SPROHSA204955, SPROHSA270760, SPROHSA278121, SPROHSA334524, SPROHSA55700, SPROHSA71378
SPROHSA239105	SPROHSA239105	SPROHSA239105		98	false	false		SPROHSA239105		9.18	0.8931	0.9552	0.00509164969450	1	1	1	1	1	1	     0	     0	     0	6C(119.0041)		
SPROHSA107726	SPROHSA107726	SPROHSA107726		54	false	false		SPROHSA107726		16.67	0.8923	0.9548	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA111113, SPROHSA111114, SPROHSA196325, SPROHSA196327, SPROHSA20802, SPROHSA248588, SPROHSA265775, SPROHSA265776, SPROHSA274396, SPROHSA293465, SPROHSA329658, SPROHSA339260, SPROHSA342108, SPROHSA378385, SPROHSA378386, SPROHSA393071
SPROHSA202233	SPROHSA202233	SPROHSA202233		95	false	false		SPROHSA202233		9.47	0.8918	0.9546	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA243490, SPROHSA345590
SPROHSA317335	SPROHSA317335	SPROHSA317335		55	false	false		SPROHSA317335		18.18	0.8918	0.9546	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA362601, SPROHSA382973
SPROHSA146168	SPROHSA146168	SPROHSA146168		15	false	false		SPROHSA146168		66.67	0.8913	0.9544	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA116650	SPROHSA116650	SPROHSA116650		59	false	false		SPROHSA116650		16.95	0.8912	0.9544	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA116651, SPROHSA20241, SPROHSA216133, SPROHSA286057, SPROHSA37020, SPROHSA44342, SPROHSA98294
SPROHSA104631	SPROHSA104631	SPROHSA104631		58	false	false		SPROHSA104631		15.52	0.8906	0.9541	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA1475, SPROHSA158895, SPROHSA160216, SPROHSA184636, SPROHSA215728, SPROHSA261175, SPROHSA306096, SPROHSA326347, SPROHSA383147, SPROHSA389227, SPROHSA99405
SPROHSA13919	SPROHSA13919	SPROHSA13919		95	false	false		SPROHSA13919		9.47	0.8903	0.9539	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA266620	SPROHSA266620	SPROHSA266620		95	false	false		SPROHSA266620		9.47	0.8903	0.9539	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA334603, SPROHSA80345
SPROHSA139322	SPROHSA139322	SPROHSA139322		92	false	false		SPROHSA139322		9.78	0.8902	0.9539	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA92373
SPROHSA63992	SPROHSA63992	SPROHSA63992		94	false	false		SPROHSA63992		10.64	0.8900	0.9538	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA177084	SPROHSA177084	SPROHSA177084		85	false	false		SPROHSA177084		10.59	0.8899	0.9538	0.00547808764940	1	0	1	1	0	1	     0	     0	     0	7M(15.9949)		SPROHSA263815, SPROHSA263816, SPROHSA367048
SPROHSA16701	SPROHSA16701	SPROHSA16701		99	false	false		SPROHSA16701		12.12	0.8897	0.9537	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA156114	SPROHSA156114	SPROHSA156114		42	false	false		SPROHSA156114		28.57	0.8896	0.9536	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
SPROHSA127519	SPROHSA127519	SPROHSA127519		95	false	false		SPROHSA127519		8.42	0.8893	0.9535	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA135401, SPROHSA15291, SPROHSA220366, SPROHSA317379, SPROHSA377378, SPROHSA53398
SPROHSA222570	SPROHSA222570	SPROHSA222570		62	false	false		SPROHSA222570		14.52	0.8889	0.9533	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA228949
SPROHSA126911	SPROHSA126911	SPROHSA126911		82	false	false		SPROHSA126911		12.20	0.8886	0.9532	0.00547808764940	1	0	1	1	0	1	     0	     0	     0			SPROHSA129794, SPROHSA145216, SPROHSA15845, SPROHSA184499, SPROHSA199789, SPROHSA31414, SPROHSA320947, SPROHSA323782, SPROHSA341624, SPROHSA358241, SPROHSA364336, SPROHSA8251
SPROHSA177794	SPROHSA177794	SPROHSA177794		52	false	false		SPROHSA177794		17.31	0.8886	0.9532	0.00547808764940	1	1	1	1	1	1	     0	     0	     0			
